Course,URL,Title,Distribution Group,Analyzing Diversity,Credits
ANTH 330,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=330&p_subj=ANTH,GEOARCHAEOLOGY,,,3
ANTH 331,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=331&p_subj=ANTH,ANCIENT NEAR EAST,,,3
ANTH 332,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=332&p_subj=ANTH,SOCIAL LIFE OF CLEAN ENERGY,,,3
ANTH 333,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=333&p_subj=ANTH,THE MATERIAL WORLD,,,3
ANTH 334,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=334&p_subj=ANTH,CULTURE AND IDENTITY IN BRAZIL,,,3
ANTH 335,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=335&p_subj=ANTH,ANTHROPOLOGY/CULTURAL CRITIQUE,Distribution Group II,,3
ANTH 336,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=336&p_subj=ANTH,BECOMING A DOCTOR,,,3
ANTH 337,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=337&p_subj=ANTH,JAPANESE POPULAR CULTURE,,,3
ANTH 338,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=338&p_subj=ANTH,READING POPULAR CULTURE,,,3
ANTH 339,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=339&p_subj=ANTH,"IMAGE, MEDIA, ANTHROPOLOGY",,,3
ANTH 340,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=340&p_subj=ANTH,NEOLIBERALISM & GLOBALIZATION,Distribution Group II,,3
ANTH 341,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=341&p_subj=ANTH,MUSEUMS AND HERITAGE,,,3
ANTH 342,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=342&p_subj=ANTH,ETHNOGRAPHIES OF CARE,,,3
ANTH 343,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=343&p_subj=ANTH,NEW RELIG MOVEMENTS IN AFRICA,Distribution Group I,,3
ANTH 344,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=344&p_subj=ANTH,CITY/CULTURE,Distribution Group II,,3
ANTH 345,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=345&p_subj=ANTH,ARCHAEOLOGY IN SOCIAL CONTEXT,Distribution Group II,,3
ANTH 346,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=346&p_subj=ANTH,VIRTL RECONSTR HISTORCL CITIES,,,3
ANTH 347,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=347&p_subj=ANTH,THE U.S. AS A FOREIGN COUNTRY,Distribution Group II,,3
ANTH 348,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=348&p_subj=ANTH,ANTHROPOLOGIES OF NATURE,,,3
ANTH 349,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=349&p_subj=ANTH,THE ANTHROPOLOGY OF ETHICS,,,3
ANTH 351,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=351&p_subj=ANTH,CULTURES OF NATIONALISM,,,3
ANTH 353,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=353&p_subj=ANTH,CULTURES OF INDIA,,,3
ANTH 354,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=354&p_subj=ANTH,DISABILITY AND GENDERED BODIES,,,3
ANTH 355,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=355&p_subj=ANTH,LANDSCAPE ARCHAEOLOGY,,,3
ANTH 358,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=358&p_subj=ANTH,FOURTH WORLD:INDIGENOUS PEOPLE,Distribution Group II,,3
ANTH 359,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=359&p_subj=ANTH,ASIAN TOPICS,,,3
ANTH 360,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=360&p_subj=ANTH,AFRICAN TOPICS,,,3
ANTH 361,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=361&p_subj=ANTH,LATIN AMERICAN TOPICS,Distribution Group II,,3
ANTH 362,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=362&p_subj=ANTH,ARCHAEOLOGICAL FLD TECHNIQUES,Distribution Group II,,3
ANTH 363,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=363&p_subj=ANTH,EARLY CIVILIZATIONS,Distribution Group II,,3
ANTH 364,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=364&p_subj=ANTH,AFRICAN ARCHAEOLOGY,,,1 TO 6
ANTH 365,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=365&p_subj=ANTH,POLITICS OF REPRESENTATION,,,3
ANTH 366,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=366&p_subj=ANTH,"SCIENCE, LOCAL AND GLOBAL",Distribution Group II,,3
ANTH 370,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=370&p_subj=ANTH,ARCHAEOLOGICAL LABORATORY,,,3 TO 6
ANTH 371,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=371&p_subj=ANTH,MONEY AND EVERYDAY LIFE,Distribution Group II,,3
ANTH 372,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=372&p_subj=ANTH,CULTURES OF CAPITALISM,Distribution Group II,,3
ANTH 374,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=374&p_subj=ANTH,ASIAN PREHISTORY,,,3
ANTH 376,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=376&p_subj=ANTH,ART AND ACTIVISM,,,3
ANTH 378,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=378&p_subj=ANTH,MEMORY AND PLACE IN CINEMA,,,4
ANTH 381,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=381&p_subj=ANTH,MEDICAL ANTHROPOLOGY,Distribution Group II,,3
ANTH 382,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=382&p_subj=ANTH,"BODY, TECHNOLOGY, ENHANCEMENT",,,3
ANTH 384,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=384&p_subj=ANTH,PALEO-TECHNOLOGY,,,3
ANTH 385,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=385&p_subj=ANTH,"MEDIA, CULTURE, AND SOCIETY",,,3
ANTH 386,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=386&p_subj=ANTH,"MEDICINE, FOOD, AND HEALTH",Distribution Group II,,3
ANTH 387,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=387&p_subj=ANTH,ASIAN AMERICAN COMMUNITIES,,,3
ANTH 388,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=388&p_subj=ANTH,LIFE CYCLE: A BIOCULTURAL VIEW,Distribution Group II,,3
ANTH 389,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=389&p_subj=ANTH,ARCHAEOLOGY OF FOOD,,,3
ANTH 390,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=390&p_subj=ANTH,"CULTURE,NARRATION,SUBJECTIVITY",,,3
ANTH 391,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=391&p_subj=ANTH,SPECULATIVE FUTURES,,,3
ANTH 392,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=392&p_subj=ANTH,ANCIENT MESOAMERICA,,,3
ANTH 395,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=395&p_subj=ANTH,CULTURES AND COMMUNICATION,Distribution Group II,,3
ANTH 398,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=398&p_subj=ANTH,ETHNOGRAPHIC RESEARCH,,,3
ANTH 400,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=400&p_subj=ANTH,GLOBAL URBAN LAB,,,3
ANTH 403,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=403&p_subj=ANTH,ANALYZING PRACTICE,,,3
ANTH 404,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=404&p_subj=ANTH,INDEPENDENT STUDY,,,1 TO 9
ANTH 405,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=405&p_subj=ANTH,MUSEUM INTERNSHIP,,,3
ANTH 406,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=406&p_subj=ANTH,COGNITIVE STUDIES,Distribution Group II,,3
ANTH 407,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=407&p_subj=ANTH,LINGUISTIC FIELD METHODS,,,5
ANTH 408,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=408&p_subj=ANTH,LINGUISTIC FIELD METHODS,,,5
ANTH 410,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=410&p_subj=ANTH,THE ETHNOGRAPHY OF DEVELOPMENT,,,3
ANTH 411,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=411&p_subj=ANTH,NEUROLINGUISTICS,,,3
ANTH 412,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=412&p_subj=ANTH,RHETORIC,,,3
ANTH 413,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=413&p_subj=ANTH,CULTURE AFTER COMMUNISM,,,3
ANTH 414,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=414&p_subj=ANTH,HERMENEUTICS &LINGUISTIC ANTH,,,3
ANTH 417,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=417&p_subj=ANTH,"ONTOLOGIES, VITALITIES, THINGS",,,3
ANTH 420,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=420&p_subj=ANTH,ETHNOGRAPHY STUDIO,,,3
ANTH 422,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=422&p_subj=ANTH,INFRASTRUCTURES AND POWER,,,3
ANTH 423,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=423&p_subj=ANTH,AFRICAN MYTHS AND RITUALS,Distribution Group I,,3
ANTH 425,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=425&p_subj=ANTH,ADVANCED TOPICS IN ARCHAEOLOGY,,,3
ANTH 429,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=429&p_subj=ANTH,ACTIVISM AND SOCIAL MOVEMENTS,,,3
ANTH 440,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=440&p_subj=ANTH,REGULATORY TRANSLATIONS LAB,,,2
ANTH 441,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=441&p_subj=ANTH,EXPLORING THE UNDERGROUND,,,3
ANTH 442,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=442&p_subj=ANTH,MUSEUMS: THEORY & PRACTICE,,,3
ANTH 443,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=443&p_subj=ANTH,RACE ETHNICITY AND HEALTH,,,3
ANTH 444,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=444&p_subj=ANTH,CULTURE AND MENTAL ILLNESS,,,3
ANTH 445,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=445&p_subj=ANTH,EXPERTS/EXPERTISE,,,3
ANTH 446,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=446&p_subj=ANTH,ADV BIOMEDICAL ANTHROPOLOGY,,,3
ANTH 447,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=447&p_subj=ANTH,MODERN ETHNOGRAPHY,,,3
ANTH 448,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=448&p_subj=ANTH,PHENOMENOLOGICAL ANTHROPOLOGY,,,3
ANTH 449,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=449&p_subj=ANTH,CULTURES OF SEXUALITY,,,3
ANTH 454,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=454&p_subj=ANTH,THE ETHNOGRAPHER AS ARTIST,,,3
ANTH 456,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=456&p_subj=ANTH,HERITAGE MANAGEMENT,,,3
ANTH 458,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=458&p_subj=ANTH,HUMAN OSTEOLOGY,,,3
ANTH 460,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=460&p_subj=ANTH,ADVANCED ARCHAEOLOGICAL THEORY,,,3
ANTH 463,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=463&p_subj=ANTH,WEST AFRICAN PREHISTORY,Distribution Group II,,3
ANTH 477,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=477&p_subj=ANTH,SPECIAL TOPICS,,,1 TO 4
ANTH 483,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=483&p_subj=ANTH,DOCUM & ETHNOGRAPH FILM,,,4
ANTH 490,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=490&p_subj=ANTH,DIRECTED HONORS RESEARCH,,,1 TO 3
ANTH 491,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=491&p_subj=ANTH,DIRECTED HONORS RESEARCH,,,3
ANTH 493,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=493&p_subj=ANTH,SENIOR RESEARCH PREPARATION,,,1
ANTH 494,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=494&p_subj=ANTH,SENIOR RESEARCH SEMINAR,,,1
ANTH 495,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=495&p_subj=ANTH,ANTHROPOLOGY CAPSTONE,,,3
ANTH 500,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=500&p_subj=ANTH,LINGUISTIC ANALYSIS,,,3
ANTH 501,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=501&p_subj=ANTH,PHONETICS,,,3
ANTH 504,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=504&p_subj=ANTH,BRAZILIAN ANTHROPOLOGICAL TRAD,,,4
ANTH 505,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=505&p_subj=ANTH,HISTORICAL LINGUISTICS,,,3
ANTH 506,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=506&p_subj=ANTH,HIST OF ANTHROPOLOGICAL IDEAS,,,3
ANTH 507,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=507&p_subj=ANTH,ANTHRO FROM 2ND WW-PRESENT,,,3
ANTH 508,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=508&p_subj=ANTH,THE HISTORICAL IMAGINATION,,,5
ANTH 509,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=509&p_subj=ANTH,GLOBAL CULTURES,,,3
ANTH 511,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=511&p_subj=ANTH,MASCULINITIES,,,3
ANTH 512,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=512&p_subj=ANTH,AFRICAN PREHISTORY,,,3
ANTH 513,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=513&p_subj=ANTH,LANGUAGE AND CULTURE,,,3
ANTH 517,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=517&p_subj=ANTH,REVOLUTIONS AND UTOPIAS,,,3
ANTH 519,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=519&p_subj=ANTH,SYMBOLISM AND POWER,,,3
ANTH 522,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=522&p_subj=ANTH,CULTURES AND IDENTITIES,,,3
ANTH 523,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=523&p_subj=ANTH,INTRODUCTION TO PHONOLOGY,,,3
ANTH 525,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=525&p_subj=ANTH,SOCIETY IN ANCIENT GREECE,,,3
ANTH 526,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=526&p_subj=ANTH,"LAW, POWER AND CULTURE",,,3
ANTH 527,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=527&p_subj=ANTH,GENDER AND SYMBOLISM,,,3
ANTH 529,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=529&p_subj=ANTH,"BODIES, SENSUALITIES, & ART",,,3
ANTH 532,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=532&p_subj=ANTH,SOCIAL LIFE OF CLEAN ENERGY,,,3
ANTH 533,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=533&p_subj=ANTH,THE MATERIAL WORLD,,,3
ANTH 535,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=535&p_subj=ANTH,ANTHROPOLOGY/CULTURAL CRITIQUE,,,3
ANTH 536,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=536&p_subj=ANTH,BECOMING A DOCTOR,,,3
ANTH 538,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=538&p_subj=ANTH,READING POPULAR CULTURE,,,3
ANTH 540,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=540&p_subj=ANTH,NEOLIBERALISM & GLOBALIZATION,,,3
ANTH 542,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=542&p_subj=ANTH,ETHNOGRAPHIES OF CARE,,,3
ANTH 544,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=544&p_subj=ANTH,CITY/CULTURE,,,3
ANTH 545,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=545&p_subj=ANTH,ARCHAEOLOGY IN SOCIAL CONTEXT,,,3
ANTH 547,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=547&p_subj=ANTH,THE U.S. AS A FOREIGN COUNTRY,,,3
ANTH 548,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=548&p_subj=ANTH,ANTHROPOLOGIES OF NATURE,,,3
